id,productId,region,units,soldAt
S-100921,P-1157,South,61,2024-07-04T00:00:00.000Z
S-100922,P-1064,North,30,2024-12-09T00:00:00.000Z
S-100923,P-1038,North,64,2024-06-20T00:00:00.000Z
S-100924,P-1176,East,6,2024-03-22T00:00:00.000Z
S-100925,P-1229,Central,15,2024-09-03T00:00:00.000Z
S-100926,P-1138,East,3,2024-08-18T00:00:00.000Z
S-100927,P-1208,East,71,2024-02-17T00:00:00.000Z
S-100928,P-1035,North,11,2024-01-16T00:00:00.000Z
S-100929,P-1200,South,19,2024-04-10T00:00:00.000Z
S-100930,P-1109,East,62,2024-07-27T00:00:00.000Z
S-100931,P-1058,Central,29,2024-10-22T00:00:00.000Z
S-100932,P-1198,South,70,2024-03-07T00:00:00.000Z
S-100933,P-1161,South,10,2024-08-02T00:00:00.000Z
S-100934,P-1085,East,3,2024-04-26T00:00:00.000Z
S-100935,P-1150,North,49,2024-10-15T00:00:00.000Z
S-100936,P-1212,West,18,2024-04-29T00:00:00.000Z
S-100937,P-1118,West,55,2024-04-14T00:00:00.000Z
S-100938,P-1003,West,72,2024-01-31T00:00:00.000Z
S-100939,P-1171,East,56,2024-03-27T00:00:00.000Z
S-100940,P-1218,North,72,2024-05-12T00:00:00.000Z
S-100941,P-1174,North,51,2024-07-18T00:00:00.000Z
S-100942,P-1028,Central,30,2024-04-15T00:00:00.000Z
S-100943,P-1007,Central,33,2024-02-20T00:00:00.000Z
S-100944,P-1139,North,28,2024-08-26T00:00:00.000Z
S-100945,P-1221,North,7,2024-06-21T00:00:00.000Z
S-100946,P-1188,North,50,2024-06-11T00:00:00.000Z
S-100947,P-1194,West,45,2024-11-24T00:00:00.000Z
S-100948,P-1078,Central,54,2024-11-13T00:00:00.000Z
S-100949,P-1146,North,71,2024-10-16T00:00:00.000Z
S-100950,P-1029,Central,62,2024-06-23T00:00:00.000Z
S-100951,P-1238,East,6,2024-08-21T00:00:00.000Z
S-100952,P-1083,East,8,2024-04-28T00:00:00.000Z
S-100953,P-1105,South,61,2024-09-04T00:00:00.000Z
S-100954,P-1202,East,50,2024-09-08T00:00:00.000Z
S-100955,P-1150,South,12,2024-12-26T00:00:00.000Z
S-100956,P-1138,West,57,2024-09-15T00:00:00.000Z
S-100957,P-1146,West,39,2024-05-27T00:00:00.000Z
S-100958,P-1185,West,62,2024-10-21T00:00:00.000Z
S-100959,P-1029,East,43,2024-08-03T00:00:00.000Z
S-100960,P-1059,West,44,2024-12-10T00:00:00.000Z
S-100961,P-1167,South,69,2024-06-06T00:00:00.000Z
S-100962,P-1176,West,39,2024-01-12T00:00:00.000Z
S-100963,P-1035,North,59,2024-01-01T00:00:00.000Z
S-100964,P-1221,North,21,2024-10-18T00:00:00.000Z
S-100965,P-1237,Central,8,2024-10-23T00:00:00.000Z
S-100966,P-1115,Central,11,2024-01-31T00:00:00.000Z
S-100967,P-1232,West,60,2024-11-19T00:00:00.000Z
S-100968,P-1135,South,43,2024-01-11T00:00:00.000Z
S-100969,P-1083,North,50,2024-04-24T00:00:00.000Z
S-100970,P-1196,North,54,2024-06-21T00:00:00.000Z
S-100971,P-1169,West,17,2024-03-21T00:00:00.000Z
S-100972,P-1149,West,50,2024-09-10T00:00:00.000Z
S-100973,P-1236,South,59,2024-01-28T00:00:00.000Z
S-100974,P-1112,East,41,2024-08-20T00:00:00.000Z
S-100975,P-1031,South,57,2024-10-18T00:00:00.000Z
S-100976,P-1115,West,35,2024-07-10T00:00:00.000Z
S-100977,P-1191,Central,69,2024-02-09T00:00:00.000Z
S-100978,P-1081,Central,19,2024-06-27T00:00:00.000Z
S-100979,P-1065,South,42,2024-10-05T00:00:00.000Z
S-100980,P-1062,East,51,2024-11-28T00:00:00.000Z
S-100981,P-1057,South,7,2024-09-26T00:00:00.000Z
S-100982,P-1139,Central,39,2024-01-06T00:00:00.000Z
S-100983,P-1162,East,4,2024-05-06T00:00:00.000Z
S-100984,P-1050,North,46,2024-03-15T00:00:00.000Z
S-100985,P-1190,West,1,2024-08-02T00:00:00.000Z
S-100986,P-1172,Central,5,2024-05-25T00:00:00.000Z
S-100987,P-1145,West,17,2024-10-06T00:00:00.000Z
S-100988,P-1096,West,67,2024-12-08T00:00:00.000Z
S-100989,P-1219,West,61,2024-10-12T00:00:00.000Z
S-100990,P-1151,Central,16,2024-03-15T00:00:00.000Z
S-100991,P-1101,West,2,2024-08-22T00:00:00.000Z
S-100992,P-1152,West,70,2024-02-21T00:00:00.000Z
S-100993,P-1212,Central,5,2024-02-27T00:00:00.000Z
S-100994,P-1211,Central,65,2024-12-11T00:00:00.000Z
S-100995,P-1171,South,53,2024-08-31T00:00:00.000Z
S-100996,P-1196,West,40,2024-08-11T00:00:00.000Z
S-100997,P-1149,West,72,2024-02-26T00:00:00.000Z
S-100998,P-1104,Central,21,2024-10-16T00:00:00.000Z
S-100999,P-1166,West,78,2024-08-14T00:00:00.000Z
S-101000,P-1231,North,53,2024-07-12T00:00:00.000Z
S-101001,P-1045,South,32,2024-08-23T00:00:00.000Z
S-101002,P-1046,West,77,2024-12-02T00:00:00.000Z
S-101003,P-1116,Central,34,2024-11-18T00:00:00.000Z
S-101004,P-1159,West,24,2024-03-31T00:00:00.000Z
S-101005,P-1070,Central,70,2024-02-06T00:00:00.000Z
S-101006,P-1140,North,40,2024-10-26T00:00:00.000Z
S-101007,P-1220,East,50,2024-11-07T00:00:00.000Z
S-101008,P-1062,Central,61,2024-12-28T00:00:00.000Z
S-101009,P-1210,East,11,2024-12-20T00:00:00.000Z
S-101010,P-1055,West,19,2024-09-23T00:00:00.000Z
S-101011,P-1048,Central,53,2024-07-10T00:00:00.000Z
S-101012,P-1073,Central,53,2024-02-13T00:00:00.000Z
S-101013,P-1228,South,67,2024-04-13T00:00:00.000Z
S-101014,P-1127,South,23,2024-11-29T00:00:00.000Z
S-101015,P-1001,North,48,2024-04-08T00:00:00.000Z
S-101016,P-1077,South,43,2024-04-20T00:00:00.000Z
S-101017,P-1189,West,62,2024-02-24T00:00:00.000Z
S-101018,P-1166,North,57,2024-06-04T00:00:00.000Z
S-101019,P-1044,North,15,2024-04-17T00:00:00.000Z
S-101020,P-1200,South,30,2024-04-06T00:00:00.000Z
S-101021,P-1140,West,59,2024-07-13T00:00:00.000Z
S-101022,P-1072,East,31,2024-04-05T00:00:00.000Z
S-101023,P-1032,East,31,2024-02-15T00:00:00.000Z
S-101024,P-1004,Central,53,2024-11-29T00:00:00.000Z
S-101025,P-1234,Central,9,2024-01-20T00:00:00.000Z
S-101026,P-1205,South,54,2024-12-29T00:00:00.000Z
S-101027,P-1059,Central,48,2024-02-06T00:00:00.000Z
S-101028,P-1189,North,22,2024-02-15T00:00:00.000Z
S-101029,P-1136,Central,37,2024-08-17T00:00:00.000Z
S-101030,P-1109,Central,2,2024-09-30T00:00:00.000Z
S-101031,P-1059,North,15,2024-04-20T00:00:00.000Z
S-101032,P-1118,West,4,2024-10-26T00:00:00.000Z
S-101033,P-1234,Central,64,2024-10-03T00:00:00.000Z
S-101034,P-1100,South,46,2024-07-27T00:00:00.000Z
S-101035,P-1016,West,23,2024-09-15T00:00:00.000Z
S-101036,P-1092,West,26,2024-10-31T00:00:00.000Z
S-101037,P-1088,North,39,2024-06-15T00:00:00.000Z
S-101038,P-1207,North,62,2024-06-30T00:00:00.000Z
S-101039,P-1039,Central,62,2024-03-21T00:00:00.000Z
S-101040,P-1058,East,29,2024-02-10T00:00:00.000Z
S-101041,P-1217,Central,43,2024-09-04T00:00:00.000Z
S-101042,P-1172,South,70,2024-10-11T00:00:00.000Z
S-101043,P-1025,West,28,2024-03-08T00:00:00.000Z
S-101044,P-1183,East,78,2024-07-26T00:00:00.000Z
S-101045,P-1171,South,33,2024-01-10T00:00:00.000Z
S-101046,P-1138,South,50,2024-04-30T00:00:00.000Z
S-101047,P-1176,North,61,2024-05-20T00:00:00.000Z
S-101048,P-1152,South,79,2024-11-22T00:00:00.000Z
S-101049,P-1053,West,46,2024-11-10T00:00:00.000Z
S-101050,P-1034,North,15,2024-11-07T00:00:00.000Z
S-101051,P-1162,Central,74,2024-09-29T00:00:00.000Z
S-101052,P-1110,West,63,2024-08-16T00:00:00.000Z
S-101053,P-1186,Central,16,2024-11-19T00:00:00.000Z
S-101054,P-1175,South,16,2024-10-17T00:00:00.000Z
S-101055,P-1185,South,75,2024-03-01T00:00:00.000Z
S-101056,P-1134,West,77,2024-12-10T00:00:00.000Z
S-101057,P-1198,West,38,2024-02-04T00:00:00.000Z
S-101058,P-1212,West,37,2024-02-05T00:00:00.000Z
S-101059,P-1161,Central,36,2024-10-27T00:00:00.000Z
S-101060,P-1191,East,47,2024-04-07T00:00:00.000Z
S-101061,P-1014,East,74,2024-08-23T00:00:00.000Z
S-101062,P-1038,West,8,2024-12-26T00:00:00.000Z
S-101063,P-1170,East,63,2024-10-21T00:00:00.000Z
S-101064,P-1001,West,76,2024-01-18T00:00:00.000Z
S-101065,P-1083,Central,32,2024-09-10T00:00:00.000Z
S-101066,P-1135,West,2,2024-06-25T00:00:00.000Z
S-101067,P-1109,West,43,2024-01-19T00:00:00.000Z
S-101068,P-1103,North,8,2024-01-12T00:00:00.000Z
S-101069,P-1214,West,41,2024-01-02T00:00:00.000Z
S-101070,P-1042,East,33,2024-06-10T00:00:00.000Z
S-101071,P-1177,Central,5,2024-08-22T00:00:00.000Z
S-101072,P-1076,South,80,2024-02-25T00:00:00.000Z
S-101073,P-1207,North,46,2024-01-31T00:00:00.000Z
S-101074,P-1138,Central,48,2024-06-08T00:00:00.000Z
S-101075,P-1063,Central,58,2024-04-02T00:00:00.000Z
S-101076,P-1236,Central,37,2024-09-27T00:00:00.000Z
S-101077,P-1197,Central,72,2024-03-06T00:00:00.000Z
S-101078,P-1231,East,22,2024-07-16T00:00:00.000Z
S-101079,P-1139,West,17,2024-04-24T00:00:00.000Z
S-101080,P-1215,North,45,2024-01-02T00:00:00.000Z
S-101081,P-1046,North,76,2024-04-05T00:00:00.000Z
S-101082,P-1155,East,62,2024-07-03T00:00:00.000Z
S-101083,P-1195,North,42,2024-07-22T00:00:00.000Z
S-101084,P-1182,Central,54,2024-03-15T00:00:00.000Z
S-101085,P-1180,East,25,2024-07-03T00:00:00.000Z
S-101086,P-1026,North,16,2024-10-18T00:00:00.000Z
S-101087,P-1112,North,52,2024-01-25T00:00:00.000Z
S-101088,P-1173,East,55,2024-01-24T00:00:00.000Z
S-101089,P-1037,West,44,2024-04-08T00:00:00.000Z
S-101090,P-1176,West,79,2024-09-29T00:00:00.000Z
S-101091,P-1018,West,3,2024-03-24T00:00:00.000Z
S-101092,P-1208,Central,15,2024-06-12T00:00:00.000Z
S-101093,P-1055,North,34,2024-04-28T00:00:00.000Z
S-101094,P-1195,East,23,2024-08-29T00:00:00.000Z
S-101095,P-1222,West,31,2024-05-31T00:00:00.000Z
S-101096,P-1041,South,52,2024-01-10T00:00:00.000Z
S-101097,P-1219,Central,6,2024-05-09T00:00:00.000Z
S-101098,P-1207,West,73,2024-11-08T00:00:00.000Z
S-101099,P-1134,Central,52,2024-12-26T00:00:00.000Z
S-101100,P-1075,North,66,2024-03-23T00:00:00.000Z
S-101101,P-1000,East,75,2024-06-09T00:00:00.000Z
S-101102,P-1210,Central,8,2024-06-04T00:00:00.000Z
S-101103,P-1150,Central,68,2024-02-07T00:00:00.000Z
S-101104,P-1193,South,23,2024-08-07T00:00:00.000Z
S-101105,P-1013,North,57,2024-07-16T00:00:00.000Z
S-101106,P-1191,West,77,2024-04-21T00:00:00.000Z
S-101107,P-1104,South,61,2024-06-30T00:00:00.000Z
S-101108,P-1006,North,2,2024-05-14T00:00:00.000Z
S-101109,P-1061,West,39,2024-09-05T00:00:00.000Z
S-101110,P-1024,East,62,2024-04-19T00:00:00.000Z
S-101111,P-1079,South,29,2024-10-19T00:00:00.000Z
S-101112,P-1144,East,80,2024-05-24T00:00:00.000Z
S-101113,P-1121,North,36,2024-12-22T00:00:00.000Z
S-101114,P-1199,South,69,2024-08-19T00:00:00.000Z
S-101115,P-1099,North,10,2024-12-08T00:00:00.000Z
S-101116,P-1080,West,34,2024-02-10T00:00:00.000Z
S-101117,P-1070,East,8,2024-07-01T00:00:00.000Z
S-101118,P-1061,East,76,2024-09-15T00:00:00.000Z
S-101119,P-1196,West,27,2024-09-03T00:00:00.000Z
S-101120,P-1090,West,25,2024-12-29T00:00:00.000Z
S-101121,P-1159,East,35,2024-12-11T00:00:00.000Z
S-101122,P-1157,West,56,2024-11-12T00:00:00.000Z
S-101123,P-1032,South,42,2024-09-27T00:00:00.000Z
S-101124,P-1067,West,46,2024-10-31T00:00:00.000Z
S-101125,P-1224,Central,30,2024-03-10T00:00:00.000Z
S-101126,P-1235,North,32,2024-04-26T00:00:00.000Z
S-101127,P-1204,West,63,2024-03-10T00:00:00.000Z
S-101128,P-1064,East,71,2024-03-16T00:00:00.000Z
S-101129,P-1185,North,65,2024-02-17T00:00:00.000Z
S-101130,P-1198,South,61,2024-05-28T00:00:00.000Z
S-101131,P-1081,East,14,2024-04-30T00:00:00.000Z
S-101132,P-1043,West,76,2024-10-06T00:00:00.000Z
S-101133,P-1142,North,52,2024-05-22T00:00:00.000Z
S-101134,P-1053,West,77,2024-08-07T00:00:00.000Z
S-101135,P-1103,West,54,2024-10-02T00:00:00.000Z
S-101136,P-1004,West,41,2024-10-25T00:00:00.000Z
S-101137,P-1094,East,27,2024-09-09T00:00:00.000Z
S-101138,P-1193,North,32,2024-03-13T00:00:00.000Z
S-101139,P-1161,Central,63,2024-12-23T00:00:00.000Z
S-101140,P-1081,East,34,2024-11-22T00:00:00.000Z
S-101141,P-1069,Central,60,2024-05-04T00:00:00.000Z
S-101142,P-1129,North,45,2024-02-25T00:00:00.000Z
S-101143,P-1044,South,79,2024-07-13T00:00:00.000Z
S-101144,P-1075,East,64,2024-03-20T00:00:00.000Z
S-101145,P-1171,West,7,2024-02-10T00:00:00.000Z
S-101146,P-1105,Central,41,2024-09-23T00:00:00.000Z
S-101147,P-1030,East,72,2024-05-03T00:00:00.000Z
S-101148,P-1225,East,32,2024-08-28T00:00:00.000Z
S-101149,P-1079,East,1,2024-06-11T00:00:00.000Z
S-101150,P-1180,East,78,2024-04-11T00:00:00.000Z
S-101151,P-1116,Central,27,2024-12-16T00:00:00.000Z
S-101152,P-1055,West,61,2024-10-06T00:00:00.000Z
S-101153,P-1159,South,23,2024-02-23T00:00:00.000Z
S-101154,P-1183,North,15,2024-03-28T00:00:00.000Z
S-101155,P-1135,Central,34,2024-08-07T00:00:00.000Z
S-101156,P-1135,North,43,2024-02-22T00:00:00.000Z
S-101157,P-1006,East,53,2024-01-31T00:00:00.000Z
S-101158,P-1186,Central,2,2024-02-29T00:00:00.000Z
S-101159,P-1162,East,63,2024-04-11T00:00:00.000Z
S-101160,P-1178,North,18,2024-01-05T00:00:00.000Z
S-101161,P-1083,Central,68,2024-10-10T00:00:00.000Z
S-101162,P-1143,South,65,2024-06-20T00:00:00.000Z
S-101163,P-1048,Central,48,2024-11-23T00:00:00.000Z
S-101164,P-1032,South,17,2024-07-09T00:00:00.000Z
S-101165,P-1234,North,42,2024-12-27T00:00:00.000Z
S-101166,P-1190,South,69,2024-10-08T00:00:00.000Z
S-101167,P-1179,East,30,2024-07-23T00:00:00.000Z
S-101168,P-1115,East,36,2024-05-29T00:00:00.000Z
S-101169,P-1063,West,43,2024-11-21T00:00:00.000Z
S-101170,P-1170,South,22,2024-06-24T00:00:00.000Z
S-101171,P-1144,West,72,2024-09-25T00:00:00.000Z
S-101172,P-1083,North,51,2024-05-27T00:00:00.000Z
S-101173,P-1165,North,22,2024-01-18T00:00:00.000Z
S-101174,P-1160,North,71,2024-04-04T00:00:00.000Z
S-101175,P-1215,South,71,2024-09-05T00:00:00.000Z
S-101176,P-1025,Central,62,2024-07-10T00:00:00.000Z
S-101177,P-1059,Central,4,2024-06-03T00:00:00.000Z
S-101178,P-1138,South,79,2024-07-12T00:00:00.000Z
S-101179,P-1096,East,28,2024-02-28T00:00:00.000Z
S-101180,P-1056,West,6,2024-06-27T00:00:00.000Z
S-101181,P-1008,East,16,2024-10-28T00:00:00.000Z
S-101182,P-1223,West,67,2024-07-27T00:00:00.000Z
S-101183,P-1207,West,58,2024-12-09T00:00:00.000Z
S-101184,P-1074,North,38,2024-05-12T00:00:00.000Z
S-101185,P-1027,Central,46,2024-03-05T00:00:00.000Z
S-101186,P-1205,South,26,2024-04-26T00:00:00.000Z
S-101187,P-1046,South,38,2024-11-13T00:00:00.000Z
S-101188,P-1010,West,75,2024-03-18T00:00:00.000Z
S-101189,P-1115,South,48,2024-12-07T00:00:00.000Z
S-101190,P-1233,South,25,2024-02-25T00:00:00.000Z
S-101191,P-1069,Central,67,2024-03-25T00:00:00.000Z
S-101192,P-1001,North,43,2024-04-25T00:00:00.000Z
S-101193,P-1032,West,60,2024-11-15T00:00:00.000Z
S-101194,P-1037,North,14,2024-06-24T00:00:00.000Z
S-101195,P-1196,East,15,2024-12-01T00:00:00.000Z
S-101196,P-1026,South,38,2024-07-16T00:00:00.000Z
S-101197,P-1150,East,31,2024-05-05T00:00:00.000Z
S-101198,P-1179,North,6,2024-01-16T00:00:00.000Z
S-101199,P-1205,West,28,2024-01-12T00:00:00.000Z
S-101200,P-1071,West,75,2024-07-06T00:00:00.000Z
S-101201,P-1021,Central,43,2024-12-02T00:00:00.000Z
S-101202,P-1114,Central,61,2024-04-28T00:00:00.000Z
S-101203,P-1185,West,27,2024-01-11T00:00:00.000Z
S-101204,P-1227,Central,9,2024-02-21T00:00:00.000Z
S-101205,P-1129,West,35,2024-11-19T00:00:00.000Z
S-101206,P-1233,South,22,2024-11-23T00:00:00.000Z
S-101207,P-1102,East,35,2024-08-20T00:00:00.000Z
S-101208,P-1158,West,32,2024-12-01T00:00:00.000Z
S-101209,P-1131,North,73,2024-03-09T00:00:00.000Z
S-101210,P-1155,Central,2,2024-05-20T00:00:00.000Z
S-101211,P-1157,North,66,2024-12-27T00:00:00.000Z
S-101212,P-1210,North,29,2024-09-22T00:00:00.000Z
S-101213,P-1041,East,75,2024-10-31T00:00:00.000Z
S-101214,P-1123,East,1,2024-04-16T00:00:00.000Z
S-101215,P-1194,East,4,2024-01-17T00:00:00.000Z
S-101216,P-1083,East,37,2024-03-17T00:00:00.000Z
S-101217,P-1138,North,3,2024-06-09T00:00:00.000Z
S-101218,P-1209,Central,46,2024-06-25T00:00:00.000Z
S-101219,P-1022,West,67,2024-03-19T00:00:00.000Z
S-101220,P-1195,South,4,2024-06-25T00:00:00.000Z
S-101221,P-1089,West,1,2024-01-23T00:00:00.000Z
S-101222,P-1202,East,78,2024-09-08T00:00:00.000Z
S-101223,P-1041,South,42,2024-03-10T00:00:00.000Z
S-101224,P-1125,Central,34,2024-09-05T00:00:00.000Z
S-101225,P-1114,West,45,2024-11-18T00:00:00.000Z
S-101226,P-1063,East,57,2024-03-10T00:00:00.000Z
S-101227,P-1199,Central,50,2024-05-12T00:00:00.000Z
S-101228,P-1167,West,12,2024-09-22T00:00:00.000Z
S-101229,P-1102,South,13,2024-02-12T00:00:00.000Z
S-101230,P-1015,West,62,2024-07-10T00:00:00.000Z
S-101231,P-1238,North,45,2024-11-08T00:00:00.000Z
S-101232,P-1155,North,36,2024-05-16T00:00:00.000Z
S-101233,P-1185,East,1,2024-01-13T00:00:00.000Z
S-101234,P-1182,Central,20,2024-02-07T00:00:00.000Z
S-101235,P-1011,North,48,2024-11-22T00:00:00.000Z
S-101236,P-1180,West,10,2024-05-21T00:00:00.000Z
S-101237,P-1100,South,3,2024-04-18T00:00:00.000Z
S-101238,P-1154,Central,32,2024-08-05T00:00:00.000Z
S-101239,P-1125,North,74,2024-09-11T00:00:00.000Z
S-101240,P-1147,South,50,2024-08-20T00:00:00.000Z
S-101241,P-1196,West,4,2024-07-25T00:00:00.000Z
S-101242,P-1084,Central,64,2024-06-17T00:00:00.000Z
S-101243,P-1165,West,1,2024-05-02T00:00:00.000Z
S-101244,P-1122,South,41,2024-08-25T00:00:00.000Z
S-101245,P-1099,West,63,2024-08-18T00:00:00.000Z
S-101246,P-1067,East,65,2024-07-04T00:00:00.000Z
S-101247,P-1060,West,62,2024-06-11T00:00:00.000Z
S-101248,P-1022,North,64,2024-04-02T00:00:00.000Z
S-101249,P-1186,West,39,2024-08-14T00:00:00.000Z
S-101250,P-1117,South,10,2024-11-05T00:00:00.000Z
S-101251,P-1201,South,70,2024-01-30T00:00:00.000Z
S-101252,P-1055,East,74,2024-04-20T00:00:00.000Z
S-101253,P-1208,West,5,2024-05-17T00:00:00.000Z
S-101254,P-1154,East,70,2024-04-07T00:00:00.000Z
S-101255,P-1106,North,53,2024-07-11T00:00:00.000Z
S-101256,P-1020,North,39,2024-06-28T00:00:00.000Z
S-101257,P-1028,West,43,2024-06-28T00:00:00.000Z
S-101258,P-1094,East,9,2024-12-04T00:00:00.000Z
S-101259,P-1205,North,30,2024-10-06T00:00:00.000Z
S-101260,P-1029,West,32,2024-06-25T00:00:00.000Z
S-101261,P-1050,North,9,2024-01-09T00:00:00.000Z
S-101262,P-1178,West,54,2024-12-08T00:00:00.000Z
S-101263,P-1026,South,28,2024-07-06T00:00:00.000Z
S-101264,P-1085,North,18,2024-01-11T00:00:00.000Z
S-101265,P-1164,Central,40,2024-04-18T00:00:00.000Z
S-101266,P-1221,South,72,2024-10-19T00:00:00.000Z
S-101267,P-1106,Central,31,2024-11-29T00:00:00.000Z
S-101268,P-1079,Central,44,2024-10-30T00:00:00.000Z
S-101269,P-1104,North,7,2024-10-30T00:00:00.000Z
S-101270,P-1010,East,61,2024-04-10T00:00:00.000Z
S-101271,P-1214,East,28,2024-01-01T00:00:00.000Z
S-101272,P-1004,North,15,2024-05-11T00:00:00.000Z
S-101273,P-1217,East,45,2024-06-09T00:00:00.000Z
S-101274,P-1239,North,33,2024-10-25T00:00:00.000Z
S-101275,P-1214,North,69,2024-03-16T00:00:00.000Z
S-101276,P-1151,North,59,2024-06-02T00:00:00.000Z
S-101277,P-1194,South,50,2024-05-15T00:00:00.000Z
S-101278,P-1168,West,41,2024-03-01T00:00:00.000Z
S-101279,P-1037,South,63,2024-06-13T00:00:00.000Z
S-101280,P-1111,Central,51,2024-12-04T00:00:00.000Z
S-101281,P-1070,South,31,2024-12-26T00:00:00.000Z
S-101282,P-1053,East,37,2024-11-12T00:00:00.000Z
S-101283,P-1103,North,48,2024-09-13T00:00:00.000Z
S-101284,P-1083,South,14,2024-10-06T00:00:00.000Z
S-101285,P-1178,Central,72,2024-03-20T00:00:00.000Z
S-101286,P-1108,Central,56,2024-11-04T00:00:00.000Z
S-101287,P-1021,West,50,2024-12-19T00:00:00.000Z
S-101288,P-1141,West,23,2024-12-01T00:00:00.000Z
S-101289,P-1175,South,18,2024-05-08T00:00:00.000Z
S-101290,P-1236,East,2,2024-11-23T00:00:00.000Z
S-101291,P-1212,North,44,2024-11-01T00:00:00.000Z
S-101292,P-1198,North,67,2024-03-25T00:00:00.000Z
S-101293,P-1067,South,28,2024-03-02T00:00:00.000Z
S-101294,P-1192,West,43,2024-05-03T00:00:00.000Z
S-101295,P-1016,East,74,2024-11-09T00:00:00.000Z
S-101296,P-1187,Central,48,2024-06-26T00:00:00.000Z
S-101297,P-1030,Central,32,2024-12-21T00:00:00.000Z
S-101298,P-1225,East,56,2024-06-05T00:00:00.000Z
S-101299,P-1042,West,29,2024-09-13T00:00:00.000Z
S-101300,P-1014,South,40,2024-03-21T00:00:00.000Z
S-101301,P-1020,East,42,2024-03-11T00:00:00.000Z
S-101302,P-1196,North,38,2024-06-22T00:00:00.000Z
S-101303,P-1059,West,76,2024-02-14T00:00:00.000Z
S-101304,P-1235,North,71,2024-06-16T00:00:00.000Z
S-101305,P-1028,Central,80,2024-08-04T00:00:00.000Z
S-101306,P-1031,Central,47,2024-04-20T00:00:00.000Z
S-101307,P-1159,Central,18,2024-09-30T00:00:00.000Z
S-101308,P-1195,South,40,2024-07-22T00:00:00.000Z
S-101309,P-1051,North,60,2024-10-05T00:00:00.000Z
S-101310,P-1070,West,18,2024-05-09T00:00:00.000Z
S-101311,P-1171,North,44,2024-07-02T00:00:00.000Z
S-101312,P-1009,South,31,2024-06-01T00:00:00.000Z
S-101313,P-1156,Central,21,2024-04-30T00:00:00.000Z
S-101314,P-1075,Central,59,2024-05-25T00:00:00.000Z
S-101315,P-1051,Central,60,2024-07-13T00:00:00.000Z
S-101316,P-1130,North,69,2024-04-08T00:00:00.000Z
S-101317,P-1079,Central,61,2024-04-15T00:00:00.000Z
S-101318,P-1093,West,53,2024-03-12T00:00:00.000Z
S-101319,P-1029,East,2,2024-03-11T00:00:00.000Z
S-101320,P-1005,West,22,2024-11-22T00:00:00.000Z
S-101321,P-1165,South,6,2024-01-21T00:00:00.000Z
S-101322,P-1157,East,37,2024-04-01T00:00:00.000Z
S-101323,P-1054,Central,25,2024-04-15T00:00:00.000Z
S-101324,P-1134,Central,73,2024-03-28T00:00:00.000Z
S-101325,P-1040,Central,44,2024-02-01T00:00:00.000Z
S-101326,P-1147,South,20,2024-03-08T00:00:00.000Z
S-101327,P-1130,East,13,2024-03-29T00:00:00.000Z
S-101328,P-1136,East,67,2024-03-23T00:00:00.000Z
S-101329,P-1126,East,44,2024-08-23T00:00:00.000Z
S-101330,P-1183,Central,48,2024-10-04T00:00:00.000Z
S-101331,P-1224,Central,62,2024-11-18T00:00:00.000Z
S-101332,P-1101,West,25,2024-01-20T00:00:00.000Z
S-101333,P-1154,North,56,2024-02-29T00:00:00.000Z
S-101334,P-1172,Central,57,2024-08-16T00:00:00.000Z
S-101335,P-1101,East,62,2024-04-06T00:00:00.000Z
S-101336,P-1062,North,30,2024-10-09T00:00:00.000Z
S-101337,P-1193,North,78,2024-04-06T00:00:00.000Z
S-101338,P-1171,North,55,2024-05-04T00:00:00.000Z
S-101339,P-1102,South,44,2024-10-09T00:00:00.000Z
S-101340,P-1055,Central,21,2024-02-21T00:00:00.000Z
S-101341,P-1193,West,21,2024-03-28T00:00:00.000Z
S-101342,P-1070,South,36,2024-07-31T00:00:00.000Z
S-101343,P-1054,West,74,2024-07-17T00:00:00.000Z
S-101344,P-1139,South,30,2024-03-21T00:00:00.000Z
S-101345,P-1184,Central,53,2024-09-19T00:00:00.000Z
S-101346,P-1170,North,36,2024-02-09T00:00:00.000Z
S-101347,P-1127,West,38,2024-09-05T00:00:00.000Z
S-101348,P-1221,South,60,2024-07-13T00:00:00.000Z
S-101349,P-1195,East,31,2024-09-02T00:00:00.000Z
S-101350,P-1165,North,10,2024-11-21T00:00:00.000Z
S-101351,P-1144,Central,7,2024-04-21T00:00:00.000Z
S-101352,P-1185,North,50,2024-01-09T00:00:00.000Z
S-101353,P-1107,South,77,2024-03-19T00:00:00.000Z
S-101354,P-1127,Central,7,2024-05-25T00:00:00.000Z
S-101355,P-1115,South,35,2024-01-27T00:00:00.000Z
S-101356,P-1028,South,58,2024-03-04T00:00:00.000Z
S-101357,P-1226,Central,53,2024-05-05T00:00:00.000Z
S-101358,P-1053,South,68,2024-12-12T00:00:00.000Z
S-101359,P-1160,South,30,2024-09-09T00:00:00.000Z
S-101360,P-1107,East,51,2024-08-26T00:00:00.000Z
S-101361,P-1090,North,71,2024-05-30T00:00:00.000Z
S-101362,P-1023,West,31,2024-09-24T00:00:00.000Z
S-101363,P-1089,South,71,2024-05-12T00:00:00.000Z
S-101364,P-1075,Central,29,2024-05-07T00:00:00.000Z
S-101365,P-1147,West,15,2024-05-11T00:00:00.000Z
S-101366,P-1108,East,39,2024-04-29T00:00:00.000Z
S-101367,P-1187,Central,15,2024-03-03T00:00:00.000Z
S-101368,P-1066,North,78,2024-09-29T00:00:00.000Z
